InvoiceTransID,Invoice Code,Invoice Date,CustomerID,ProductID,Units,MSRP,UnitPrice,ExtPrice
365,122,2025-03-19,4,9,17,14.99,13.99,237.83
364,122,2025-03-19,4,4,18,14.99,13.99,251.82
363,122,2025-03-19,4,2,12,14.99,13.99,167.88
362,121,2025-03-19,1,5,13,14.99,13.99,181.87
361,121,2025-03-19,1,4,12,14.99,13.99,167.88
360,121,2025-03-19,1,2,24,14.99,13.99,335.76
359,121,2025-03-19,1,9,19,14.99,13.99,265.81
378,126,2025-03-19,5,9,17,14.99,13.99,237.83
377,126,2025-03-19,5,2,12,14.99,13.99,167.88
387,129,2025-03-19,3,2,12,14.99,13.99,167.88
379,127,2025-03-19,8,5,6,14.99,13.99,83.94
389,130,2025-03-19,6,4,13,14.99,13.99,181.87
380,127,2025-03-19,8,3,5,27.99,25.99,129.95
396,132,2025-03-19,12,9,10,14.99,13.99,139.9
395,132,2025-03-19,12,1,8,14.99,13.99,111.92
394,131,2025-03-19,9,1,7,14.99,13.99,97.93
393,131,2025-03-19,9,4,4,14.99,13.99,55.96
392,131,2025-03-19,9,9,10,14.99,13.99,139.9
391,130,2025-03-19,6,6,8,27.99,25.99,207.92
390,130,2025-03-19,6,9,10,14.99,13.99,139.9
397,132,2025-03-19,12,8,7,9.99,8.99,62.93
388,129,2025-03-19,3,4,21,14.99,13.99,293.79
386,129,2025-03-19,3,6,13,27.99,25.99,337.87
385,128,2025-03-19,11,8,14,9.99,8.99,125.86
384,128,2025-03-19,11,4,6,14.99,13.99,83.94
383,128,2025-03-19,11,1,6,14.99,13.99,83.94
382,127,2025-03-19,8,2,5,14.99,13.99,69.95
381,127,2025-03-19,8,1,6,14.99,13.99,83.94
329,111,2025-03-12,7,5,10,14.99,13.99,139.9
338,114,2025-03-12,5,6,10,27.99,25.99,259.9
337,113,2025-03-12,2,5,22,14.99,13.99,307.78
335,113,2025-03-12,2,1,18,14.99,13.99,251.82
334,113,2025-03-12,2,3,13,27.99,25.99,337.87
333,112,2025-03-12,10,7,14,9.99,8.99,125.86
332,112,2025-03-12,10,8,7,9.99,8.99,62.93
331,112,2025-03-12,10,9,11,14.99,13.99,153.89
330,111,2025-03-12,7,1,4,14.99,13.99,55.96
326,110,2025-03-12,4,1,9,14.99,13.99,125.91
328,111,2025-03-12,7,3,8,27.99,25.99,207.92
327,111,2025-03-12,7,9,10,14.99,13.99,139.9
340,114,2025-03-12,5,4,18,14.99,13.99,251.82
325,110,2025-03-12,4,2,11,14.99,13.99,153.89
324,110,2025-03-12,4,9,18,14.99,13.99,251.82
323,110,2025-03-12,4,4,17,14.99,13.99,237.83
322,109,2025-03-12,1,1,21,14.99,13.99,293.79
321,109,2025-03-12,1,5,16,14.99,13.99,223.84
339,114,2025-03-12,5,2,16,14.99,13.99,223.84
336,113,2025-03-12,2,4,17,14.99,13.99,237.83
341,115,2025-03-12,8,5,7,14.99,13.99,97.93
350,117,2025-03-12,3,4,19,14.99,13.99,265.81
358,120,2025-03-12,12,4,13,14.99,13.99,181.87
357,120,2025-03-12,12,1,12,14.99,13.99,167.88
342,115,2025-03-12,8,9,7,14.99,13.99,97.93
355,119,2025-03-12,9,6,4,27.99,25.99,103.96
354,119,2025-03-12,9,5,8,14.99,13.99,111.92
353,118,2025-03-12,6,9,13,14.99,13.99,181.87
352,118,2025-03-12,6,4,12,14.99,13.99,167.88
351,118,2025-03-12,6,2,13,14.99,13.99,181.87
356,119,2025-03-12,9,3,8,27.99,25.99,207.92
349,117,2025-03-12,3,9,12,14.99,13.99,167.88
347,116,2025-03-12,11,1,9,14.99,13.99,125.91
346,116,2025-03-12,11,4,13,14.99,13.99,181.87
345,116,2025-03-12,11,7,10,9.99,8.99,89.9
344,116,2025-03-12,11,9,7,14.99,13.99,97.93
343,115,2025-03-12,8,4,10,14.99,13.99,139.9
348,117,2025-03-12,3,5,17,14.99,13.99,237.83
297,99,2025-03-05,7,4,8,14.99,13.99,111.92
303,102,2025-03-05,5,4,13,14.99,13.99,181.87
302,101,2025-03-05,2,3,17,27.99,25.99,441.83
301,101,2025-03-05,2,1,18,14.99,13.99,251.82
300,100,2025-03-05,10,8,13,9.99,8.99,116.87
299,100,2025-03-05,10,1,8,14.99,13.99,111.92
298,99,2025-03-05,7,5,9,14.99,13.99,125.91
305,103,2025-03-05,8,9,10,14.99,13.99,139.9
296,98,2025-03-05,4,4,16,14.99,13.99,223.84
295,98,2025-03-05,4,2,17,14.99,13.99,237.83
294,98,2025-03-05,4,6,10,27.99,25.99,259.9
293,97,2025-03-05,1,3,24,27.99,25.99,623.76
292,97,2025-03-05,1,4,22,14.99,13.99,307.78
291,97,2025-03-05,1,1,22,14.99,13.99,307.78
304,102,2025-03-05,5,3,14,27.99,25.99,363.86
317,107,2025-03-05,9,2,9,14.99,13.99,125.91
306,103,2025-03-05,8,4,4,14.99,13.99,55.96
314,106,2025-03-05,6,2,15,14.99,13.99,209.85
307,103,2025-03-05,8,3,7,27.99,25.99,181.93
320,108,2025-03-05,12,9,10,14.99,13.99,139.9
319,108,2025-03-05,12,4,8,14.99,13.99,111.92
318,108,2025-03-05,12,7,7,9.99,8.99,62.93
315,106,2025-03-05,6,9,18,14.99,13.99,251.82
316,107,2025-03-05,9,5,7,14.99,13.99,97.93
313,105,2025-03-05,3,5,21,14.99,13.99,293.79
312,105,2025-03-05,3,9,12,14.99,13.99,167.88
311,105,2025-03-05,3,6,15,27.99,25.99,389.85
310,105,2025-03-05,3,1,15,14.99,13.99,209.85
309,104,2025-03-05,11,1,9,14.99,13.99,125.91
308,104,2025-03-05,11,9,11,14.99,13.99,153.89
265,88,2025-02-26,10,4,8,14.99,13.99,111.92
271,90,2025-02-26,5,2,9,14.99,13.99,125.91
270,90,2025-02-26,5,6,15,27.99,25.99,389.85
269,89,2025-02-26,2,9,20,14.99,13.99,279.8
268,89,2025-02-26,2,2,24,14.99,13.99,335.76
267,89,2025-02-26,2,3,24,27.99,25.99,623.76
266,88,2025-02-26,10,8,13,9.99,8.99,116.87
258,85,2025-02-26,1,6,19,27.99,25.99,493.81
264,88,2025-02-26,10,7,13,9.99,8.99,116.87
263,88,2025-02-26,10,9,14,14.99,13.99,195.86
262,87,2025-02-26,7,4,8,14.99,13.99,111.92
261,87,2025-02-26,7,9,9,14.99,13.99,125.91
260,86,2025-02-26,4,2,15,14.99,13.99,209.85
259,86,2025-02-26,4,5,9,14.99,13.99,125.91
274,91,2025-02-26,8,9,8,14.99,13.99,111.92
257,85,2025-02-26,1,2,20,14.99,13.99,279.8
273,91,2025-02-26,8,3,6,27.99,25.99,155.94
272,90,2025-02-26,5,3,12,27.99,25.99,311.88
275,92,2025-02-26,11,4,9,14.99,13.99,125.91
284,95,2025-02-26,9,1,4,14.99,13.99,55.96
276,92,2025-02-26,11,9,12,14.99,13.99,167.88
290,96,2025-02-26,12,9,12,14.99,13.99,167.88
289,96,2025-02-26,12,4,10,14.99,13.99,139.9
288,96,2025-02-26,12,8,9,9.99,8.99,80.91
286,95,2025-02-26,9,4,6,14.99,13.99,83.94
285,95,2025-02-26,9,5,6,14.99,13.99,83.94
287,95,2025-02-26,9,6,10,27.99,25.99,259.9
283,94,2025-02-26,6,2,17,14.99,13.99,237.83
282,94,2025-02-26,6,1,14,14.99,13.99,195.86
281,94,2025-02-26,6,4,14,14.99,13.99,195.86
280,93,2025-02-26,3,1,20,14.99,13.99,279.8
279,93,2025-02-26,3,9,17,14.99,13.99,237.83
278,93,2025-02-26,3,6,18,27.99,25.99,467.82
277,93,2025-02-26,3,2,18,14.99,13.99,251.82
226,75,2025-02-19,7,3,8,27.99,25.99,207.92
235,77,2025-02-19,2,2,12,14.99,13.99,167.88
234,77,2025-02-19,2,6,20,27.99,25.99,519.8
233,77,2025-02-19,2,4,18,14.99,13.99,251.82
232,76,2025-02-19,10,9,12,14.99,13.99,167.88
231,76,2025-02-19,10,7,9,9.99,8.99,80.91
230,76,2025-02-19,10,8,8,9.99,8.99,71.92
229,75,2025-02-19,7,9,7,14.99,13.99,97.93
228,75,2025-02-19,7,1,9,14.99,13.99,125.91
218,73,2025-02-19,1,2,12,14.99,13.99,167.88
225,74,2025-02-19,4,3,13,27.99,25.99,337.87
224,74,2025-02-19,4,2,18,14.99,13.99,251.82
223,74,2025-02-19,4,9,9,14.99,13.99,125.91
222,74,2025-02-19,4,6,14,27.99,25.99,363.86
221,73,2025-02-19,1,4,20,14.99,13.99,279.8
220,73,2025-02-19,1,1,24,14.99,13.99,335.76
219,73,2025-02-19,1,3,20,27.99,25.99,519.8
237,78,2025-02-19,5,2,17,14.99,13.99,237.83
236,77,2025-02-19,2,3,16,27.99,25.99,415.84
227,75,2025-02-19,7,6,6,27.99,25.99,155.94
238,78,2025-02-19,5,4,18,14.99,13.99,251.82
248,81,2025-02-19,3,1,15,14.99,13.99,209.85
256,84,2025-02-19,12,7,12,9.99,8.99,107.88
239,78,2025-02-19,5,5,13,14.99,13.99,181.87
254,84,2025-02-19,12,4,6,14.99,13.99,83.94
253,83,2025-02-19,9,9,7,14.99,13.99,97.93
252,83,2025-02-19,9,6,7,27.99,25.99,181.93
251,82,2025-02-19,6,4,17,14.99,13.99,237.83
250,82,2025-02-19,6,1,18,14.99,13.99,251.82
249,82,2025-02-19,6,5,14,14.99,13.99,195.86
255,84,2025-02-19,12,9,7,14.99,13.99,97.93
240,79,2025-02-19,8,4,8,14.99,13.99,111.92
246,80,2025-02-19,11,7,9,9.99,8.99,80.91
245,80,2025-02-19,11,9,10,14.99,13.99,139.9
244,80,2025-02-19,11,1,9,14.99,13.99,125.91
243,80,2025-02-19,11,4,7,14.99,13.99,97.93
242,79,2025-02-19,8,2,10,14.99,13.99,139.9
241,79,2025-02-19,8,9,7,14.99,13.99,97.93
247,81,2025-02-19,3,2,12,14.99,13.99,167.88
195,65,2025-02-12,2,2,18,14.99,13.99,251.82
193,64,2025-02-12,10,4,8,14.99,13.99,111.92
194,65,2025-02-12,2,1,24,14.99,13.99,335.76
183,61,2025-02-12,1,9,21,14.99,13.99,293.79
196,65,2025-02-12,2,3,24,27.99,25.99,623.76
197,66,2025-02-12,5,9,10,14.99,13.99,139.9
198,66,2025-02-12,5,6,9,27.99,25.99,233.91
191,64,2025-02-12,10,7,9,9.99,8.99,80.91
192,64,2025-02-12,10,8,8,9.99,8.99,71.92
187,63,2025-02-12,7,9,5,14.99,13.99,69.95
190,64,2025-02-12,10,1,8,14.99,13.99,111.92
189,63,2025-02-12,7,3,5,27.99,25.99,129.95
188,63,2025-02-12,7,1,9,14.99,13.99,125.91
186,62,2025-02-12,4,2,12,14.99,13.99,167.88
185,62,2025-02-12,4,4,8,14.99,13.99,111.92
184,61,2025-02-12,1,3,20,27.99,25.99,519.8
200,66,2025-02-12,5,3,8,27.99,25.99,207.92
199,66,2025-02-12,5,2,14,14.99,13.99,195.86
217,72,2025-02-12,12,4,12,14.99,13.99,167.88
201,67,2025-02-12,8,2,6,14.99,13.99,83.94
210,70,2025-02-12,6,5,9,14.99,13.99,125.91
216,72,2025-02-12,12,9,7,14.99,13.99,97.93
215,72,2025-02-12,12,7,14,9.99,8.99,125.86
214,72,2025-02-12,12,8,12,9.99,8.99,107.88
213,71,2025-02-12,9,3,4,27.99,25.99,103.96
212,71,2025-02-12,9,5,4,14.99,13.99,55.96
211,70,2025-02-12,6,3,12,27.99,25.99,311.88
202,67,2025-02-12,8,9,6,14.99,13.99,83.94
209,70,2025-02-12,6,6,8,27.99,25.99,207.92
207,69,2025-02-12,3,1,22,14.99,13.99,307.78
206,69,2025-02-12,3,3,17,27.99,25.99,441.83
205,68,2025-02-12,11,1,12,14.99,13.99,167.88
204,68,2025-02-12,11,4,9,14.99,13.99,125.91
203,67,2025-02-12,8,4,10,14.99,13.99,139.9
208,69,2025-02-12,3,9,20,14.99,13.99,279.8
157,52,2025-02-05,10,4,9,14.99,13.99,125.91
163,54,2025-02-05,5,6,16,27.99,25.99,415.84
162,54,2025-02-05,5,9,18,14.99,13.99,251.82
161,53,2025-02-05,2,5,16,14.99,13.99,223.84
160,53,2025-02-05,2,4,23,14.99,13.99,321.77
159,52,2025-02-05,10,1,10,14.99,13.99,139.9
158,52,2025-02-05,10,7,11,9.99,8.99,98.89
153,50,2025-02-05,4,1,17,14.99,13.99,237.83
156,51,2025-02-05,7,5,8,14.99,13.99,111.92
155,51,2025-02-05,7,1,5,14.99,13.99,69.95
154,50,2025-02-05,4,4,17,14.99,13.99,237.83
152,49,2025-02-05,1,3,24,27.99,25.99,623.76
151,49,2025-02-05,1,2,17,14.99,13.99,237.83
150,49,2025-02-05,1,4,19,14.99,13.99,265.81
166,55,2025-02-05,8,2,4,14.99,13.99,55.96
164,54,2025-02-05,5,5,12,14.99,13.99,167.88
165,54,2025-02-05,5,1,18,14.99,13.99,251.82
167,55,2025-02-05,8,3,4,27.99,25.99,103.96
175,57,2025-02-05,3,5,12,14.99,13.99,167.88
182,60,2025-02-05,12,8,14,9.99,8.99,125.86
181,60,2025-02-05,12,1,8,14.99,13.99,111.92
180,60,2025-02-05,12,9,7,14.99,13.99,97.93
179,59,2025-02-05,9,4,9,14.99,13.99,125.91
177,58,2025-02-05,6,2,12,14.99,13.99,167.88
176,58,2025-02-05,6,3,18,27.99,25.99,467.82
178,59,2025-02-05,9,6,8,27.99,25.99,207.92
174,57,2025-02-05,3,1,16,14.99,13.99,223.84
173,57,2025-02-05,3,3,18,27.99,25.99,467.82
172,57,2025-02-05,3,4,22,14.99,13.99,307.78
171,56,2025-02-05,11,7,10,9.99,8.99,89.9
170,56,2025-02-05,11,8,9,9.99,8.99,80.91
169,56,2025-02-05,11,4,11,14.99,13.99,153.89
168,56,2025-02-05,11,9,9,14.99,13.99,125.91
120,39,2025-01-29,7,5,9,14.99,13.99,125.91
128,42,2025-01-29,5,3,12,27.99,25.99,311.88
127,42,2025-01-29,5,4,15,14.99,13.99,209.85
126,41,2025-01-29,2,9,18,14.99,13.99,251.82
125,41,2025-01-29,2,2,14,14.99,13.99,195.86
124,41,2025-01-29,2,4,12,14.99,13.99,167.88
123,40,2025-01-29,10,4,12,14.99,13.99,167.88
122,40,2025-01-29,10,1,8,14.99,13.99,111.92
121,39,2025-01-29,7,1,8,14.99,13.99,111.92
112,37,2025-01-29,1,6,15,27.99,25.99,389.85
119,39,2025-01-29,7,9,4,14.99,13.99,55.96
118,38,2025-01-29,4,6,9,27.99,25.99,233.91
117,38,2025-01-29,4,9,11,14.99,13.99,153.89
116,38,2025-01-29,4,2,15,14.99,13.99,209.85
115,38,2025-01-29,4,4,12,14.99,13.99,167.88
114,37,2025-01-29,1,1,15,14.99,13.99,209.85
113,37,2025-01-29,1,3,15,27.99,25.99,389.85
130,43,2025-01-29,8,9,9,14.99,13.99,125.91
129,43,2025-01-29,8,6,9,27.99,25.99,233.91
146,48,2025-01-29,12,1,10,14.99,13.99,139.9
131,43,2025-01-29,8,5,7,14.99,13.99,97.93
141,46,2025-01-29,6,1,9,14.99,13.99,125.91
132,44,2025-01-29,11,4,9,14.99,13.99,125.91
148,48,2025-01-29,12,4,11,14.99,13.99,153.89
147,48,2025-01-29,12,9,9,14.99,13.99,125.91
145,47,2025-01-29,9,4,8,14.99,13.99,111.92
144,47,2025-01-29,9,2,5,14.99,13.99,69.95
143,47,2025-01-29,9,6,8,27.99,25.99,207.92
142,47,2025-01-29,9,1,4,14.99,13.99,55.96
149,48,2025-01-29,12,7,9,9.99,8.99,80.91
140,46,2025-01-29,6,2,10,14.99,13.99,139.9
135,45,2025-01-29,3,5,12,14.99,13.99,167.88
139,46,2025-01-29,6,5,9,14.99,13.99,125.91
134,45,2025-01-29,3,6,12,27.99,25.99,311.88
133,44,2025-01-29,11,7,6,9.99,8.99,53.94
136,45,2025-01-29,3,1,21,14.99,13.99,293.79
137,45,2025-01-29,3,3,19,27.99,25.99,493.81
138,46,2025-01-29,6,9,16,14.99,13.99,223.84
90,30,2025-01-22,5,3,13,27.99,25.99,337.87
82,28,2025-01-22,10,1,13,14.99,13.99,181.87
89,30,2025-01-22,5,2,18,14.99,13.99,251.82
88,30,2025-01-22,5,6,18,27.99,25.99,467.82
87,29,2025-01-22,2,4,24,14.99,13.99,335.76
86,29,2025-01-22,2,9,20,14.99,13.99,279.8
85,29,2025-01-22,2,5,15,14.99,13.99,209.85
84,28,2025-01-22,10,9,8,14.99,13.99,111.92
83,28,2025-01-22,10,7,14,9.99,8.99,125.86
78,26,2025-01-22,4,6,11,27.99,25.99,285.89
81,28,2025-01-22,10,8,8,9.99,8.99,71.92
80,27,2025-01-22,7,5,4,14.99,13.99,55.96
79,27,2025-01-22,7,2,4,14.99,13.99,55.96
77,26,2025-01-22,4,1,12,14.99,13.99,167.88
76,26,2025-01-22,4,4,13,14.99,13.99,181.87
74,25,2025-01-22,1,5,12,14.99,13.99,167.88
75,25,2025-01-22,1,9,21,14.99,13.99,293.79
92,31,2025-01-22,8,4,4,14.99,13.99,55.96
91,30,2025-01-22,5,4,15,14.99,13.99,209.85
110,36,2025-01-22,12,4,7,14.99,13.99,97.93
93,31,2025-01-22,8,1,6,14.99,13.99,83.94
103,34,2025-01-22,6,5,17,14.99,13.99,237.83
111,36,2025-01-22,12,9,6,14.99,13.99,83.94
109,36,2025-01-22,12,7,6,9.99,8.99,53.94
108,36,2025-01-22,12,8,13,9.99,8.99,116.87
107,35,2025-01-22,9,6,4,27.99,25.99,103.96
106,35,2025-01-22,9,4,4,14.99,13.99,55.96
105,35,2025-01-22,9,2,5,14.99,13.99,69.95
104,34,2025-01-22,6,2,17,14.99,13.99,237.83
94,31,2025-01-22,8,2,4,14.99,13.99,55.96
102,33,2025-01-22,3,2,19,14.99,13.99,265.81
100,33,2025-01-22,3,1,16,14.99,13.99,223.84
99,32,2025-01-22,11,7,6,9.99,8.99,53.94
98,32,2025-01-22,11,1,7,14.99,13.99,97.93
97,32,2025-01-22,11,9,9,14.99,13.99,125.91
96,32,2025-01-22,11,4,6,14.99,13.99,83.94
95,31,2025-01-22,8,5,8,14.99,13.99,111.92
101,33,2025-01-22,3,5,22,14.99,13.99,307.78
48,16,2025-01-15,10,9,8,14.99,13.99,111.92
55,18,2025-01-15,5,3,15,27.99,25.99,389.85
54,18,2025-01-15,5,9,16,14.99,13.99,223.84
53,18,2025-01-15,5,5,10,14.99,13.99,139.9
52,18,2025-01-15,5,4,11,14.99,13.99,153.89
51,17,2025-01-15,2,5,23,14.99,13.99,321.77
50,17,2025-01-15,2,9,16,14.99,13.99,223.84
49,17,2025-01-15,2,2,20,14.99,13.99,279.8
44,14,2025-01-15,4,3,12,27.99,25.99,311.88
47,16,2025-01-15,10,8,13,9.99,8.99,116.87
46,15,2025-01-15,7,5,6,14.99,13.99,83.94
45,15,2025-01-15,7,2,9,14.99,13.99,125.91
43,14,2025-01-15,4,9,14,14.99,13.99,195.86
42,13,2025-01-15,1,3,15,27.99,25.99,389.85
41,13,2025-01-15,1,2,12,14.99,13.99,167.88
40,13,2025-01-15,1,5,24,14.99,13.99,335.76
56,19,2025-01-15,8,9,10,14.99,13.99,139.9
39,13,2025-01-15,1,6,24,27.99,25.99,623.76
57,19,2025-01-15,8,1,4,14.99,13.99,55.96
58,20,2025-01-15,11,4,7,14.99,13.99,97.93
67,23,2025-01-15,9,2,9,14.99,13.99,125.91
59,20,2025-01-15,11,8,12,9.99,8.99,107.88
73,24,2025-01-15,12,9,11,14.99,13.99,153.89
72,24,2025-01-15,12,7,8,9.99,8.99,71.92
71,24,2025-01-15,12,1,9,14.99,13.99,125.91
69,23,2025-01-15,9,1,6,14.99,13.99,83.94
68,23,2025-01-15,9,4,9,14.99,13.99,125.91
70,24,2025-01-15,12,4,14,14.99,13.99,195.86
66,22,2025-01-15,6,3,12,27.99,25.99,311.88
65,22,2025-01-15,6,5,9,14.99,13.99,125.91
64,22,2025-01-15,6,1,13,14.99,13.99,181.87
63,22,2025-01-15,6,6,18,27.99,25.99,467.82
62,21,2025-01-15,3,9,12,14.99,13.99,167.88
61,21,2025-01-15,3,4,20,14.99,13.99,279.8
60,21,2025-01-15,3,5,16,14.99,13.99,223.84
11,4,2025-01-08,10,9,9,14.99,13.99,125.91
18,6,2025-01-08,5,9,13,14.99,13.99,181.87
17,6,2025-01-08,5,1,9,14.99,13.99,125.91
16,5,2025-01-08,2,4,15,14.99,13.99,209.85
15,5,2025-01-08,2,2,14,14.99,13.99,195.86
14,5,2025-01-08,2,1,16,14.99,13.99,223.84
13,5,2025-01-08,2,3,17,27.99,25.99,441.83
12,4,2025-01-08,10,8,13,9.99,8.99,116.87
3,1,2025-01-08,1,3,23,27.99,25.99,597.77
10,3,2025-01-08,7,9,8,14.99,13.99,111.92
9,3,2025-01-08,7,5,4,14.99,13.99,55.96
8,2,2025-01-08,4,4,11,14.99,13.99,153.89
7,2,2025-01-08,4,1,9,14.99,13.99,125.91
6,2,2025-01-08,4,5,8,14.99,13.99,111.92
5,2,2025-01-08,4,6,8,27.99,25.99,207.92
4,1,2025-01-08,1,2,13,14.99,13.99,181.87
20,7,2025-01-08,8,3,7,27.99,25.99,181.93
19,6,2025-01-08,5,4,13,14.99,13.99,181.87
2,1,2025-01-08,1,9,14,14.99,13.99,195.86
21,7,2025-01-08,8,1,4,14.99,13.99,55.96
31,10,2025-01-08,6,6,13,27.99,25.99,337.87
38,12,2025-01-08,12,9,10,14.99,13.99,139.9
37,12,2025-01-08,12,7,12,9.99,8.99,107.88
36,12,2025-01-08,12,4,13,14.99,13.99,181.87
35,12,2025-01-08,12,1,8,14.99,13.99,111.92
34,11,2025-01-08,9,3,9,27.99,25.99,233.91
33,11,2025-01-08,9,6,9,27.99,25.99,233.91
32,10,2025-01-08,6,3,13,27.99,25.99,337.87
30,10,2025-01-08,6,4,10,14.99,13.99,139.9
22,7,2025-01-08,8,4,8,14.99,13.99,111.92
29,9,2025-01-08,3,2,18,14.99,13.99,251.82
28,9,2025-01-08,3,9,13,14.99,13.99,181.87
27,8,2025-01-08,11,1,10,14.99,13.99,139.9
26,8,2025-01-08,11,8,9,9.99,8.99,80.91
25,8,2025-01-08,11,7,6,9.99,8.99,53.94
24,8,2025-01-08,11,9,7,14.99,13.99,97.93
23,7,2025-01-08,8,6,6,27.99,25.99,155.94
1,1,2025-01-08,1,1,15,14.99,13.99,209.85
